id	filename	md5	size	state
e51dfd7c-8100-4e04-900f-a360d283ee2b	TCGA-14-1034-02B-01-TS1.1aa50373-01dd-452c-9a62-b8aad37b05e8.svs	3a1c04d7188a7db97b7178bf573df586	188681071	live
93c59dbc-1b98-4c94-af54-cc30f246412d	TCGA-14-0789-01A-01-TS1.6f87dac3-f018-4044-b323-7d3ee0f6ec0b.svs	7589d878ecc740c6164bd6deb8bba298	255767063	live
ae6895e0-5398-4dfc-9824-49dc1e25a5f7	TCGA-12-0778-01A-01-TS1.0af01319-5b37-41c4-b4a7-11cb65f5bf9c.svs	82e480b336b376d06c8c5665a957b2a4	131800189	live
14e6709b-0f1c-4430-b4a5-7c6f8ca64db2	TCGA-12-3649-01A-01-TS1.f5eda647-2291-4ace-b6d1-11914e30abd7.svs	30be9d08e25be4ef48f978741dfb13fe	120046357	live
014e4bf2-8ea2-4512-83e3-d42e5be7f353	TCGA-12-0615-01A-01-BS1.455ae401-9837-4e1a-8329-8d73ddd7fb40.svs	91703e13125abefbb0ec9e516528ffe5	87907035	live
b31584c9-8d20-41df-8652-98befda52f32	TCGA-16-0850-01A-01-TS2.18bfbbae-2409-4f15-8674-dd9444e59836.svs	1a3fce24715f66dbfad1d6be9f8b2d1a	60272897	live
9f147c18-3113-4353-969c-c45ed893b391	TCGA-76-4929-01A-01-TS1.f6cf5964-e479-4243-af37-81a66c6cd7c5.svs	8b6aff8657e066baa1eed5d4c5db0318	278336661	live
c4fcbb69-e13a-44b0-83b4-542e8e94a000	TCGA-08-0389-01A-01-TS1.2ca5ef4d-2ce0-4a6c-af87-a8f1d61d7cf2.svs	c144e2ac4f37f11c82177edb47be1608	96910029	live
1ecbd46e-4670-4c28-94b4-be08a43825fe	TCGA-06-5856-01A-01-TS1.fa77ea50-58ca-4f39-ad3a-143396d19057.svs	5b96322ec72225b4a16eed5a36df9b23	71111177	live
391ba8aa-2111-48bb-a7cd-41824383fb6b	TCGA-06-0201-01A-01-TS1.7e11f4d9-25f9-4d4c-ae0f-8e8f52d51c98.svs	9069b943bfe0199f86ab7abb4d822274	110195035	live
3328e5a8-fac3-4159-8bf1-47479dc60f2e	TCGA-12-1090-01A-01-TS1.472d02b1-d9c4-4fd0-8f91-3e5df5e5b293.svs	23d5e43807148e68bb1317a5fa7c00ec	32419487	live
64f8ce77-630a-4d7f-bf46-829f16df2eee	TCGA-02-0006-01B-01-TS2.15b581bb-b760-46b4-b8ae-79c1fcd17d67.svs	870de7d89b840fb59bed36e176347040	482718493	live
3d6bb8d4-6c2c-40b6-acd6-f769c73e923d	TCGA-14-1454-01A-01-BS1.1b0e599c-6c39-431b-aed1-43b8acc15945.svs	2786b7a66018a3436fe52d076ea5fe3e	178734195	live
078f4a02-3d26-4310-9598-b4c8e8db9e7f	TCGA-06-0157-01A-01-TS1.d611a182-74c7-4dc3-8c2d-2dea95a5822e.svs	4acf9de6bbbdee6b76a6d1bd26f785c3	69693665	live
d10f867e-221b-4e8b-91d1-d2a09a65a38a	TCGA-02-0054-01A-01-BS1.82c3074d-d454-4a03-84a3-6d9997d62da7.svs	833310b7944b7af387a16be78b0fbffa	266268835	live
f95be6c3-0802-4094-94c6-75dd15a03bed	TCGA-06-0121-01A-03-BS3.ee7f6829-96cc-4005-9389-42eb5b2566a4.svs	886a2cf35e6e78cd801439b4f936b5e6	56498647	live
97be8ca9-1390-4255-a0a0-4796ef91d519	TCGA-14-1037-01A-01-BS1.e12ab266-1965-42ec-9273-c66b70d811e4.svs	155925967c968f829040d575533d3393	112915603	live
c6e67071-0b6b-43f9-b8a1-432ad902502b	TCGA-08-0520-01A-01-BS1.f1703e2a-8221-42d8-9146-cc1ae23dca87.svs	d3728787cf0cfab503d17d6f9867c114	125271313	live
e5d30fbb-5bed-4be8-9fc9-a8f1ce9797b5	TCGA-28-2509-01A-01-TS1.50982493-eb4e-4a62-a78d-65bb11015dee.svs	91eed87a37a54a6152e181c107388004	65884157	live
4d404faf-9d0a-4f3f-a725-7e743c140bfd	TCGA-02-2466-01A-01-TS1.682365f4-e372-47c8-b68c-6120e6499f30.svs	f954ddbdd39d055ab611fed90719761d	271956141	live
4417945c-8bc0-4595-b61a-ea47bbceb0ac	TCGA-12-1089-01A-01-BS1.28408921-dae0-43bb-8182-5b1479014338.svs	fcfbcac4e56e57159e70cc3265588750	70708419	live
133b500f-0679-466a-8164-9957d2c8aa8b	TCGA-14-3477-01A-01-BS1.46363b0b-772a-44bd-b694-d9d404d11099.svs	f4ec490f58ed1ad2fa767138d6861f34	143840191	live
8d41fb36-3bce-453b-85d0-f62a2b875714	TCGA-19-5956-01A-01-BS1.a6d69176-281b-4c55-ac4d-05d30a2345e7.svs	6df70bfcf8af6e8bd58fe4bb58410012	105738351	live
3c2ddf41-0b3a-4d80-ad84-57b8493e0afa	TCGA-12-0819-01A-01-BS1.5f1c2d0e-6801-4da0-a9fe-3d4e22815e76.svs	3aa9085198d35fccba9acff83689c3fd	147910137	live
f7ae82d4-6d56-44ef-9720-f5231ba89ae7	TCGA-02-0069-01A-01-BS1.31e5eb1a-aff2-4889-9526-abdf255fbb79.svs	160f1067e1f6e5fa4d673db547b0fa69	205800729	live
1d5eb63f-f7ca-4c74-bcee-721ba9a9842d	TCGA-14-3477-01A-01-TS1.7e7130f5-b3f9-43c7-9224-472252fa0fd4.svs	16bdfa88b219e54759de98c86820867b	211209191	live
29b76c4f-6b90-487f-be2f-922d312d5845	TCGA-02-0080-01A-01-BS1.281372c4-98fb-439c-84d3-fd1d286943b7.svs	45837c66460c35e2923652941c97716d	457801279	live
e77a3b97-8114-408c-a99e-acae12126f38	TCGA-14-1794-01A-01-TS1.8ced9324-b93e-4cff-9d10-4d38f81d3ab3.svs	d229c52d13cb0c83f927edc477409dff	134280047	live
042e077c-19e3-4303-a8cb-0170b0597641	TCGA-02-0039-01A-01-TS1.f6e92d91-c63e-4896-a6d4-930e0864cb36.svs	7b499b94d4f481486545755acfe6b6a7	357203989	live
2d0cd7a0-ce36-4ef0-8e4a-caf2558d1f77	TCGA-19-1788-01A-01-TS1.3fe6e0ed-ec3b-4f54-bd70-b82bc6e4c6e4.svs	dbc102a0f48617681343471a7ec30804	52311393	live
14376310-54b3-4d00-a77c-20e12843b14d	TCGA-12-1091-01A-01-BS1.18e67478-255b-49f3-a82e-a80d51b9c318.svs	c167f3215a21ba811c00dc3cd1977fff	131748617	live
2e9b3004-6138-4a61-9391-46b0db06950d	TCGA-28-5208-01A-01-BS1.f4cc81b4-1790-4908-a2df-fd5b5469b8b0.svs	35835438280693650cbaa2342888885f	126496267	live
59a42fdb-472b-4b29-b476-65de11bfe443	TCGA-02-0010-01A-01-BS1.37c68e18-09f3-429d-80d9-9f1ffb51ac2e.svs	335305b1d9767738ad2ed92e6d49c9d8	312900317	live
f9500ea2-a88e-4a39-ad3e-88081582fae5	TCGA-28-1747-01C-01-TS1.3c8acaf0-921a-4078-9e62-e6168d1ff981.svs	aeea80e8a4eabdd31906a6099ae29733	70252603	live
eeff04cf-418f-420f-b5a3-89a687198a01	TCGA-41-2571-01A-01-TS1.dd0c3076-5259-4e86-9815-f33540f2e428.svs	ad289ee23c023dc142d6a4161523047c	51132547	live
cb5a10c5-6d2e-4c59-9152-11fb47a2e68b	TCGA-06-0138-01A-01-BS1.13bb9616-31f8-41fc-a6b0-9141f27ba614.svs	8d3f1dacc43eb99d62b5bd51dcd4cdfa	70648457	live
ee350f6b-0856-4d65-8017-9e1cd1a06dea	TCGA-12-0780-01A-01-BS1.e714dbc5-fb7a-4cda-9b5f-0f999e440126.svs	698fcf7cf374639f388b23a42685ca2f	221843057	live
4c170d76-1d80-49be-a40d-d6bea1bf5c0c	TCGA-12-0822-01A-01-TS1.016c757f-60e4-4193-a634-1b3b184dcf11.svs	829fe27072e383a7dab4c674c640640d	228913327	live
424b7ffc-57a9-47ee-a85d-55834bdc9d85	TCGA-14-0740-01B-01-TS1.988f9132-9f57-4467-b9a6-856083a22058.svs	b8b48a010776ba98d43b06c76b942279	49937559	live
f9b183ba-7c8a-47c4-acd9-561119b72bf1	TCGA-06-0166-01A-01-BS1.21fdb510-1532-43ab-aaa6-c5790f1ff474.svs	ea119f9b3936a3c6f34ec87f7f9fa743	182804257	live
9b1b4996-0696-4edc-8dd2-f50f36d510e5	TCGA-12-3652-01A-01-TS1.4e4865b9-b612-4f11-aeec-f273dc7f4549.svs	6a6e0822a45fd28eb720f2cab338b891	147866655	live
df0c1e8d-f72d-484c-88e4-d5ed0f614bc5	TCGA-19-5960-01A-01-BS1.9027d19c-bb31-4b20-aa6d-73e0fa33e376.svs	2eaa758892eadfa985d9505f180c6e2b	148491963	live
fbb47d66-9a81-441a-8c7b-7f8efa056313	TCGA-02-0333-01A-02-BS2.ca2506d8-429b-43fe-b87d-4dfb8999adca.svs	336817f60334afe6a49ff85b4cd71945	464225381	live
9860688b-12ef-4bc4-86c6-c9c805c0a56e	TCGA-12-1098-01C-01-BS1.abf4bd15-2cb2-4810-8619-a5125b4c0b74.svs	5d051da96808bca21655b34688f57bda	114123665	live
605fd76c-eae7-41c9-9c1f-7fc129d83467	TCGA-28-5220-01A-01-TS1.c4aa91d0-033e-4dc2-8f3f-9b164f31e1d5.svs	b8c64f812735c0a8f95dc1f4deb19ee7	462018661	live
7217279b-c358-4eb9-8995-f528e3932305	TCGA-06-2569-01A-01-TS1.3c23de2c-2274-46c5-9a91-caa90dc58f9a.svs	6661600374a1247a451398853f91d937	67702887	live
9bbb553d-6cad-4130-848d-ed4976e7b37b	TCGA-06-0211-01A-01-BS1.3784fde8-3871-400f-ad71-65beb0da55d4.svs	af62796ccb2ab2ed78c77406668fc97e	88646855	live
59a41c1d-f5eb-488e-9f38-490f0ede3e75	TCGA-06-0208-01A-01-BS1.b6b2a6fd-94cd-4a15-a0c6-fd6278e36281.svs	bcf6fc1ae60cc7788e30fa8c6c18dc33	314610485	live
e5be1700-fed6-4ad8-b9ad-db770171b1eb	TCGA-14-0736-01A-01-TS1.1904419f-ddfd-4e56-b509-ebb08358d991.svs	ba2163b4a2a592c02b415c30fdc7d9b2	197178963	live
7fab3a4b-c450-4bb6-ba8c-28f72de3f278	TCGA-12-0707-01A-01-TS1.c409ca5c-4a10-4b1a-8b09-7f09514819f4.svs	8750dea30361807d6284a0d8efd067b8	162216003	live
0527addf-d814-4912-b36a-e7296928b2ff	TCGA-76-6193-01A-01-BS1.f804050a-21f5-4b82-8b3c-d849831927ab.svs	ac6ed8aa1a8c298d53c3db332ea3081d	132353673	live
5638671b-5424-4c91-8c87-97720626b5fa	TCGA-14-1455-01A-01-BS1.8631d8e8-13d4-4581-8f63-8262012db74a.svs	4c236289933e305356ddd0024511a141	136688391	live
9a548384-c8d8-4a55-a0f7-73734b96605c	TCGA-12-1602-01A-01-TS1.fa67147c-3ab1-4b5a-bebc-318cfb1ba08c.svs	864bc4ff61e7ed40442be4a11d257384	163495667	live
8bfe036c-17a6-4307-90a3-1c87d33901b1	TCGA-08-0385-01A-01-TS1.20ea8b00-8b1e-4af0-96a3-8179af8a2644.svs	05bf1db50080f660f3395706c497698c	43786691	live
e11726eb-6ed7-44d2-ad79-d8999f540e01	TCGA-19-2625-01A-01-TS1.11e86526-781c-4e20-ba5e-20cd356c667a.svs	af7ae12d4dd8a6c832496d3eae5ac01b	108213893	live
f4dc68d9-cefd-4470-bc52-9933147716f5	TCGA-12-0818-01A-01-TS1.fe47faa4-2705-4747-b2b1-97e1fe26d779.svs	a2701c406c7e0874b64a09307942a599	114177107	live
66c2e7ac-5b58-4ec2-afa9-eaebce016211	TCGA-06-0413-01A-01-TS1.dc705ddc-2bfc-425b-a366-8c84864cb585.svs	204b0bd56c257c598efea3046f7bd20b	39053393	live
eb4d7590-a797-4ab9-adcc-5d712c381973	TCGA-06-0130-01A-01-TS1.a025e11b-e8d8-4502-b99a-55caa9610d93.svs	e69f0380671fc655c49f8cace985c2f4	89484235	live
6d6079ab-813f-4020-a387-58c414423921	TCGA-4W-AA9R-01A-01-TS1.0EE30032-2317-4DC1-A333-71316222D9D6.svs	fa7d5728937edf7ad2342b37e1ad0031	196727837	live
fa54da3d-2cab-46d2-aebd-7b8148847bde	TCGA-14-0866-01B-01-BS1.b45e7ee2-4597-46f0-9dbc-752f14e0c21b.svs	12134b2b6a423210ca288ca4ac23e82d	136378267	live
54fa12c6-bcbb-4ed7-ab04-d9c48aec83f8	TCGA-32-4211-01A-01-BS1.96b51337-bc06-40f8-9cb1-1010ae396cb0.svs	6e488e3754eeb1aba3bb22fbec50c571	88099361	live
a6c4ff52-42bc-4f1b-b63f-63c69488d5d7	TCGA-08-0360-01A-01-BS1.4d829ca6-bdf1-4536-8bc9-b55f77dc86a2.svs	c03b7af2b92b8adc5a069c7b9971cf45	33784431	live
0999d7cb-f580-4bd6-bad2-eef9c092eefd	TCGA-08-0524-01A-01-BS1.e0513a37-53fa-44a8-ae60-ebc7090dc587.svs	8b8b74b7efc28d2ce8cd1f57e799b35f	104655739	live
ef8c11a7-1f1b-49c1-9be0-f1a7ceca9880	TCGA-06-0148-01A-04-BS4.c2c8f4dd-06d2-46cb-bc41-58b001adcb01.svs	6a06c0f790da6611c6a0b504b940bd0d	137973953	live
b17bb91f-5d0c-4e78-9370-d4ed6d54d9db	TCGA-32-1987-01A-01-BS1.f65d619c-d30c-49b6-be0e-084a113fda88.svs	0fede3c704569c4c64493dfc490cc21b	117169167	live
b0c4f03a-e9d1-481a-80f0-4ff89a518355	TCGA-08-0375-01A-01-TS1.cd4a139f-6ad6-4e61-9def-1b96521deb2d.svs	1fbdcd91eaafa0fa2de4115c28377748	23661823	live
18d9405f-da4c-451b-9216-495ccf425b41	TCGA-19-5960-01A-01-TS1.881fa7df-0acf-443c-a0fa-43dfdfaaa0a9.svs	0880e65f13188f72054338b05c527715	79499245	live
141257d1-cf1c-45f5-9a9a-92b253926a14	TCGA-RR-A6KB-01A-01-TS1.9FE579CC-86A9-4529-8082-5D475BFA6301.svs	313ee84b236efcd1f7fb0847d6dab14f	170997567	live
88d02834-0e69-4c45-b955-f99835cead20	TCGA-06-2558-01A-01-TS1.1ad923c3-6449-482e-be15-b3380ffd67a3.svs	24fd91f0a18f95cb4028f8d77993188a	186073029	live
